10000 204786
2316 3511 2.89293
2316 3528 3.27673
2316 3554 0.159839
2316 3686 1.09852
2316 3703 0.576288
2316 3838 1.59687
2316 3906 2.59498
2316 3966 0.90577
2317 2344 3.4724
2317 2370 3.41369
2317 2372 1.98244
2317 2477 1.65562
2317 2523 1.56038
2317 2529 0.554795
2317 2578 4.01363
2317 2703 4.43624
2317 2898 4.30016
2317 2908 0.135699
2317 2936 1.9343
2317 3001 4.67329
2317 3096 4.15154
2317 3152 1.65219
2317 3183 2.55413
2317 3243 3.13818
2317 3255 2.39555
2317 3328 3.44106
2317 3373 0.827668
2317 3417 0.739714
2317 3430 3.30843
2317 3434 3.93996
2317 3442 0.226516
2317 3557 2.00596
2317 3674 3.8136
2317 3683 4.05017
2317 3738 4.33749
2317 3780 4.19284
2317 3812 2.24046
2317 3838 4.68558
2317 3849 3.59756
2317 3861 0.866629
2317 3862 2.76266
2317 3869 2.52169
2317 3883 2.07309
2317 3937 0.480663
2317 3964 0.752473
2318 2355 2.49456
2318 2378 4.61616
2318 2415 3.85373
2318 2459 3.42478
2318 2526 4.87856
2318 2545 2.67697
2318 2558 4.65857
2318 2637 1.26195
2318 2862 1.5474
2318 2949 3.52048
2318 2974 4.14029
2318 2998 1.25292
2318 3004 4.45526
2318 3005 2.6194
2318 3013 0.830656
2318 3034 4.4585
2318 3036 4.65344
2318 3137 4.76186
2318 3211 2.07033
2318 3260 1.29267
2318 3271 2.76084
2318 3388 1.45988
2318 3401 0.809853
2318 3405 1.70994
2318 3461 4.67464
2318 3545 3.13096
2318 3577 2.29154
2318 3607 2.25808
2318 3633 2.69785
2318 3663 3.44378
2318 3724 3.09931
2318 3754 4.36356
2318 3866 2.46221
2318 3978 0.719653
2318 3996 1.81283
2319 2343 3.60896
2319 2353 2.70223
2319 2397 1.54695
2319 2432 2.41684
2319 2434 4.71034
2319 2519 3.07803
2319 2534 3.5498
2319 2571 2.30022
2319 2637 3.61102
2319 2652 4.42723
2319 2666 4.41125
2319 2718 3.10325
2319 2799 3.10583
2319 2808 1.56927
2319 2844 1.67608
2319 2853 4.23765
2319 2855 3.48941
2319 2859 4.04953
2319 2940 3.09253
2319 3172 4.94946
2319 3173 4.93142
2319 3280 4.57112
2319 3297 1.82507
2319 3337 4.04302
2319 3352 2.63071
2319 3353 3.76805
2319 3355 2.07713
2319 3457 4.19252
2319 3470 2.38543
2319 3495 2.18942
2319 3501 0.176399
2319 3539 0.224549
2319 3628 4.54403
2319 3668 1.63096
2319 3727 1.64326
2319 3733 1.48032
2319 3874 1.79611
2319 3895 1.74242
2319 3917 1.1719
2319 3979 4.21365
2320 2392 1.51371
2320 2395 0.510493
2320 2443 1.10172
2320 2453 3.95692
2320 2682 0.756085
2320 2762 4.1447
2320 2870 1.34346
2320 2963 0.675637
2320 2989 4.49806
2320 2995 2.24161
2320 3053 2.29982
2320 3059 4.63656
2320 3108 4.43478
2320 3289 4.35823
2320 3355 3.98109
2320 3595 3.07625
2320 3650 4.0668
2320 3655 0.625438
2320 3669 0.408998
2320 3679 2.96268
2320 3693 0.277911
2320 3707 3.41431
2320 3742 4.46494
2320 3755 4.83219
2320 3839 3.26966
2320 3861 1.73791
2320 3883 1.55987
2320 3886 2.9916
2320 3935 0.860409
2320 3962 3.68397
2320 3986 3.75711
2321 2336 1.56009
2321 2363 0.916545
2321 2381 3.26218
2321 2394 2.0871
2321 2557 4.02141
2321 2582 3.11912
2321 2586 2.24621
2321 2623 3.44381
2321 2625 3.79144
2321 2766 2.59894
2321 2801 3.64372
2321 2851 2.39568
2321 2864 1.82876
2321 2868 3.99219
2321 2971 0.433414
2321 3023 2.89356
2321 3134 4.41943
2321 3274 2.6438
2321 3314 4.90645
2321 3346 3.57568
2321 3352 1.21764
2321 3399 0.457943
2321 3415 2.66157
2321 3423 4.20585
2321 3499 3.94689
2321 3560 4.50551
2321 3564 3.90655
2321 3571 0.835302
2321 3611 3.57722
2321 3620 0.876505
2321 3731 3.58599
2321 3821 2.42214
2321 3833 4.38839
2321 3877 1.40129
2321 3936 3.22665
2321 3982 0.3599
2321 3991 2.54425
2322 2353 1.39382
2322 2359 4.39256
2322 2409 4.45058
2322 2442 2.31892
2322 2472 4.00359
2322 2556 1.66166
2322 2583 2.84338
2322 2648 2.97274
2322 2670 1.77492
2322 2700 4.4011
2322 2744 4.7778
2322 2810 4.19219
2322 2890 3.58436
2322 2937 3.83626
2322 2948 4.64293
2322 2972 1.34724
2322 3005 0.803421
2322 3014 3.92839
2322 3017 3.09197
2322 3081 3.70085
2322 3192 4.09399
2322 3232 1.72277
2322 3237 0.798336
2322 3315 4.21066
2322 3345 0.942017
2322 3372 4.61089
2322 3435 0.170441
2322 3485 0.446887
2322 3547 4.50265
2322 3590 3.91904
2322 3597 3.37692
2322 3722 4.24452
2322 3791 1.01543
2322 3818 0.809827
2322 3918 1.15166
2322 3974 3.00967
2322 3986 2.39817
2323 2346 1.64506
2323 2359 1.4825
2323 2390 3.90436
2323 2413 4.69376
2323 2466 4.14727
2323 2470 3.91211
2323 2491 0.54324
2323 2516 3.77559
2323 2591 2.60296
2323 2691 0.652257
2323 2874 1.30676
2323 2897 2.97357
2323 2953 4.5003
2323 2977 3.00817
2323 3008 1.45551
2323 3031 2.93959
2323 3067 3.483
2323 3099 1.02249
2323 3159 4.84249
2323 3198 0.595095
2323 3225 1.7262
2323 3297 2.74971
2323 3328 2.97514
2323 3333 0.117878
2323 3360 2.44457
2323 3371 2.80242
2323 3381 2.70517
2323 3404 4.98423
2323 3418 4.63593
2323 3424 2.40151
2323 3462 4.61409
2323 3509 2.52363
2323 3555 2.46856
2323 3626 4.35573
2323 3862 4.64139
2323 3931 3.85111
2323 3978 0.179183
2324 2424 0.574792
2324 2607 2.13245
2324 2613 0.386954
2324 2641 0.452479
2324 2728 4.93979
2324 2763 0.875866
2324 2849 2.92048
2324 2863 2.51513
2324 2864 3.51258
2324 2962 2.24896
2324 2993 2.89593
2324 3013 1.42339
2324 3022 1.07375
2324 3108 4.86063
2324 3129 3.21006
2324 3205 4.09285
2324 3238 1.30785
2324 3240 3.68941
2324 3245 3.10501
2324 3325 0.823389
2324 3426 4.74885
2324 3431 4.98359
2324 3645 0.554217
2324 3674 2.72995
2324 3704 0.379739
2324 3824 2.03233
2324 3842 0.768393
2324 3884 0.790231
2324 3895 0.974202
2324 3902 3.92877
2324 3908 2.92313
2324 3954 4.57177
2324 3961 0.397599
2324 3976 4.29207
2325 2390 4.62404
2325 2465 1.27369
2325 2476 1.62637
2325 2482 3.87703
2325 2524 0.962674
2325 2556 3.43092
2325 2615 1.47822
2325 2723 2.12632
2325 2742 1.17175
2325 2794 4.0052
2325 2937 3.37098
2325 2982 3.2886
2325 3045 2.12685
2325 3059 1.41078
2325 3110 2.18499
2325 3197 0.59116
2325 3263 2.16563
2325 3285 4.72681
2325 3287 2.05981
2325 3375 2.63066
2325 3411 2.17845
2325 3430 1.38091
2325 3482 3.51348
2325 3595 2.38112
2325 3599 2.57912
2325 3633 3.38505
2325 3650 3.90605
2325 3712 2.06624
2325 3725 0.375299
2325 3742 2.19111
2325 3949 0.793702
2325 3990 0.916673
2325 3998 4.73315
2326 2485 1.67931
2326 2518 1.7238
2326 2531 2.40225
2326 2574 2.39917
2326 2606 4.68096
2326 2641 1.28793
2326 2722 0.637142
2326 2776 1.09907
2326 2787 1.41013
2326 2841 1.41599
2326 2859 1.82343
2326 2881 4.92735
2326 3055 0.929246
2326 3170 2.74516
2326 3271 3.4364
2326 3274 2.09913
2326 3295 1.4636
2326 3366 0.904708
2326 3406 1.24074
2326 3463 1.76667
2326 3591 2.80242
2326 3612 2.39233
2326 3675 1.03744
2326 3820 1.63433
2326 3859 3.52964
2326 3873 3.7678
2326 3887 4.86404
2326 3935 1.86997
2327 2375 0.99394
2327 2380 1.76635
2327 2383 0.313434
2327 2455 3.00157
2327 2503 1.92554
2327 2558 1.31665
2327 2570 4.12636
2327 2601 3.26728
2327 2615 2.19774
2327 2682 3.61782
2327 2691 0.643822
2327 2694 3.40538
2327 2842 2.32025
2327 2890 3.88731
2327 2902 3.81088
2327 2926 4.37406
2327 2956 1.97985
2327 2962 0.253799
2327 2980 4.30351
2327 3091 1.48585
2327 3104 0.674829
2327 3144 3.06103
2327 3272 2.90863
2327 3283 2.04634
2327 3394 1.58879
2327 3557 2.48025
2327 3568 4.62133
2327 3574 3.91211
2327 3596 3.14949
2327 3638 2.62332
2327 3642 4.33983
2327 3681 4.72967
2327 3760 1.73345
2327 3763 4.29183
2327 3826 1.68479
2327 3829 2.49681
2327 3843 2.08808
2327 3917 2.84668
2328 2335 0.990246
2328 2339 4.27395
2328 2674 3.90318
2328 2749 4.60911
2328 2792 4.31207
2328 2846 2.27185
2328 2900 1.83252
2328 2993 4.72091
2328 3050 0.688835
2328 3266 3.4895
2328 3340 4.3124
2328 3380 4.27578
2328 3387 3.99363
2328 3444 1.75163
2328 3550 2.80166
2328 3551 4.86466
2328 3588 4.86401
2328 3604 0.299424
2328 3637 4.28389
2328 3682 1.66743
2328 3696 4.81313
2328 3750 4.46964
2328 3755 1.69985
2328 3789 4.70011
2328 3816 3.37904
2328 3906 2.91301
2328 3983 4.60156
2329 2402 0.673963
2329 2470 0.970218
2329 2478 1.17926
2329 2551 0.512833
2329 2632 0.93546
2329 2664 3.07511
2329 2666 0.488109
2329 2681 0.154098
2329 2689 0.894487
2329 2710 3.98602
2329 2760 2.00995
2329 2825 1.64081
2329 2840 1.40404
2329 2925 4.46686
2329 2951 2.24995
2329 2966 4.51538
2329 2999 3.61888
2329 3006 1.04356
2329 3018 2.93664
2329 3079 1.78982
2329 3109 3.29503
2329 3118 3.19615
2329 3132 1.85105
2329 3176 0.622874
2329 3199 2.23325
2329 3288 4.6915
2329 3436 3.74501
2329 3533 1.42042
2329 3545 1.08592
2329 3592 1.68675
2329 3622 1.26439
2329 3673 3.91998
2329 3761 4.58018
2329 3833 1.04397
2329 3835 2.86722
2329 3861 0.352826
2329 3864 1.53887
2329 3931 0.39049
2329 3939 2.70871
2329 3998 3.2988
2330 2335 2.99788
2330 2342 4.14232
2330 2365 3.45867
2330 2381 1.77619
2330 2394 2.15709
2330 2442 4.54832
2330 2454 3.41412
2330 2481 4.4743
2330 2537 0.35262
2330 2584 2.03347
2330 2719 0.65483
2330 2721 1.61186
2330 2755 1.15678
2330 2814 3.66094
2330 2865 0.314021
2330 2887 2.00075
2330 3098 3.39914
2330 3163 4.35496
2330 3209 2.71022
2330 3210 1.22051
2330 3233 0.807479
2330 3372 1.34347
2330 3390 1.15164
2330 3415 2.9393
2330 3419 3.15307
2330 3443 1.67829
2330 3537 2.03824
2330 3656 1.9148
2330 3683 1.25178
2330 3801 3.0151
2330 3811 2.9182
2330 3905 3.72191
2330 3942 4.27238
2330 3987 4.01896
2331 2416 3.11731
2331 2678 4.73068
2331 2743 3.93251
2331 2788 2.24084
2331 2839 0.432467
2331 2980 1.21378
2331 2989 3.77244
2331 3051 3.15957
2331 3094 0.435088
2331 3099 4.84298
2331 3147 4.29548
2331 3157 4.15647
2331 3166 1.24237
2331 3265 4.59122
2331 3291 0.785477
2331 3348 2.1033
2331 3356 1.88245
2331 3365 2.3008
2331 3477 2.39981
2331 3513 4.36844
2331 3554 4.58672
2331 3635 4.62576
2331 3685 0.804534
2331 3686 3.71024
2331 3700 2.63708
2331 3705 4.21198
2331 3770 3.13996
2331 3779 0.981621
2331 3895 3.33155
2331 3917 0.183873
2331 3950 4.01019
2332 2335 2.47534
2332 2366 1.90777
2332 2424 3.11823
2332 2443 1.13524
2332 2613 3.47596
2332 2723 0.834765
2332 2758 4.30066
2332 2759 0.127027
2332 2882 4.04871
2332 2903 0.819263
2332 2976 1.18063
2332 2993 3.64813
2332 2998 4.81735
2332 3037 0.399505
2332 3045 3.43293
2332 3079 4.15485
2332 3101 2.93625
2332 3120 0.39289
2332 3160 2.04325
2332 3165 4.58301
2332 3204 2.67144
2332 3269 4.01821
2332 3288 2.32418
2332 3302 2.43123
2332 3318 2.88529
2332 3352 0.785066
2332 3420 2.95004
2332 3423 3.19789
2332 3463 2.17001
2332 3579 3.47876
2332 3632 3.27827
2332 3700 3.01367
2332 3723 4.63754
2332 3798 4.74198
2332 3819 2.78872
2332 3845 1.86502
2332 3945 2.52373
2332 3988 2.28108
2333 2336 2.25817
2333 2526 1.20597
2333 2578 3.49831
2333 2582 4.03466
2333 2642 1.26654
2333 2683 0.758362
2333 2689 1.36794
2333 2750 3.60409
2333 2760 4.83366
2333 2845 4.01629
2333 2898 1.1035
2333 2939 1.6141
2333 3012 1.95758
2333 3025 4.99262
2333 3068 2.96051
2333 3158 2.53098
2333 3175 2.07381
2333 3209 4.22023
2333 3213 1.09941
2333 3225 1.35498
2333 3229 0.992575
2333 3231 2.76178
2333 3251 3.98142
2333 3371 2.8914
2333 3492 1.98986
2333 3525 2.26145
2333 3617 2.30399
2333 3619 4.18691
2333 3770 3.67435
2333 3782 1.18459
2333 3787 1.44648
2333 3795 4.62322
2333 3806 0.707852
2333 3825 4.41731
2333 3838 2.18049
2333 3849 4.26126
2333 3900 1.71102
2333 3973 4.30976
2334 2348 4.10657
2334 2369 3.98991
2334 2552 3.04412
2334 2610 3.94324
2334 2703 3.88352
2334 2747 3.82066
2334 2755 3.29295
2334 2762 1.92314
2334 2837 1.1198
2334 3003 2.72616
2334 3015 1.19792
2334 3043 2.87906
2334 3085 4.39638
2334 3096 2.10351
2334 3099 1.30607
2334 3125 3.49329
2334 3135 2.91474
2334 3248 3.47683
2334 3301 3.48247
2334 3388 0.912508
2334 3408 4.44156
2334 3535 2.45747
2334 3565 2.97454
2334 3570 2.24677
2334 3583 0.577801
2334 3621 1.31421
2334 3789 2.21741
2334 3792 1.77396
2334 3893 3.6312
2334 3957 4.45832
2335 2340 1.31587
2335 2372 4.5561
2335 2379 3.05211
2335 2412 4.63129
2335 2453 3.76851
2335 2454 0.446371
2335 2499 2.86957
2335 2507 0.454969
2335 2539 4.75525
2335 2597 2.0403
2335 2598 3.48804
2335 2611 2.9134
2335 2689 3.55772
2335 2697 0.663795
2335 2763 4.00146
2335 2807 3.53214
2335 2844 2.9227
2335 2847 3.47367
2335 2869 4.51097
2335 2883 4.62183
2335 2943 4.63747
2335 3019 2.37473
2335 3049 1.65864
2335 3314 4.50633
2335 3321 3.38274
2335 3391 1.38016
2335 3398 1.8835
2335 3462 0.100485
2335 3500 0.130272
2335 3552 1.79389
2335 3619 1.89499
2335 3631 3.54109
2335 3635 3.72608
2335 3718 2.99288
2335 3736 1.99025
2335 3740 3.21266
2335 3798 1.88178
2335 3832 2.21688
2335 3837 0.918455
2335 3867 0.386689
2335 3915 2.42837
2335 3956 4.17579
2336 2366 1.2074
2336 2382 1.77771
2336 2417 1.98444
2336 2475 4.36987
2336 2490 4.28994
2336 2507 0.566289
2336 2620 3.00263
2336 2659 3.46786
2336 2695 1.76331
2336 2725 2.33742
2336 2778 0.112286
2336 2854 1.03732
2336 2873 4.27621
2336 2921 3.39497
2336 2940 4.15321
2336 2943 3.16012
2336 3030 2.34471
2336 3066 4.83239
2336 3113 1.10834
2336 3180 0.318928
2336 3196 1.59686
2336 3281 3.37849
2336 3282 3.24377
2336 3289 3.70676
2336 3314 4.00527
2336 3390 4.26139
2336 3416 2.69102
2336 3476 0.309642
2336 3481 4.31558
2336 3496 0.765335
2336 3605 3.34664
2336 3636 4.39919
2336 3710 2.76963
2336 3815 2.442
2336 3828 3.20918
2337 2341 3.27437
2337 2410 2.73314
2337 2411 2.04036
2337 2425 2.30387
2337 2555 2.44117
2337 2601 4.642
2337 2611 4.9167
2337 2646 0.836772
2337 2684 0.752143
2337 2751 2.46705
2337 2831 1.43086
2337 2878 3.72864
2337 2988 2.61579
2337 3025 3.70492
2337 3036 2.48553
2337 3054 3.14796
2337 3112 4.9993
2337 3389 4.39454
2337 3568 4.37511
2337 3682 1.52793
2337 3725 4.48771
2337 3727 3.11249
2337 3843 3.78679
2337 3977 1.6885
2338 2453 3.17274
2338 2613 3.36018
2338 2638 3.20175
2338 2656 3.43915
2338 2702 1.83815
2338 2730 2.85499
2338 2751 4.31443
2338 2758 1.85505
2338 2763 1.64172
2338 2840 3.38136
2338 2893 0.465672
2338 2901 0.535586
2338 2909 3.95817
2338 3009 1.41773
2338 3162 0.213851
2338 3180 3.71186
2338 3190 2.86171
2338 3236 1.09554
2338 3286 2.49191
2338 3415 0.861431
2338 3427 2.32838
2338 3500 4.28905
2338 3554 2.75465
2338 3561 1.47754
2338 3633 2.48206
2338 3655 0.793018
2338 3733 0.754286
2338 3750 0.606339
2338 3781 0.671204
2338 3782 1.80387
2338 3792 1.52725
2338 3810 3.38311
2338 3868 2.75107
2338 3877 3.11692
2338 3911 0.210453
2338 3915 2.21777
2338 3917 0.731504
2339 2398 1.68222
2339 2440 0.410379
2339 2542 1.65292
2339 2554 4.98366
2339 2583 0.782062
2339 2602 0.455182
2339 2648 2.52618
2339 2676 2.59511
2339 2700 2.71118
2339 2717 3.76474
2339 2785 2.19562
2339 2797 4.60169
2339 2800 2.54021
2339 2863 4.60943
2339 2932 2.82787
2339 2948 1.1341
2339 3100 1.91895
2339 3102 4.09812
2339 3103 0.96584
2339 3223 4.33734
2339 3246 4.90081
2339 3248 0.678116
2339 3259 2.4021
2339 3336 3.81899
2339 3344 2.90408
2339 3364 0.184879
2339 3378 2.3265
2339 3388 2.04927
2339 3428 0.964123
2339 3438 4.53013
2339 3512 0.770369
2339 3538 0.718118
2339 3543 2.40196
2339 3595 1.44768
2339 3640 3.98276
2339 3650 0.179156
2339 3706 3.23628
2339 3806 0.836808
2339 3849 2.59828
2339 3879 3.04692
2339 3987 0.107833
2340 2392 2.67878
2340 2397 0.58523
2340 2398 4.1721
2340 2419 4.69441
2340 2655 4.1379
2340 2699 4.40773
2340 2730 0.670146
2340 2801 0.403648
2340 2869 2.38124
2340 2902 1.77934
2340 2909 1.41613
2340 2929 0.460126
2340 2934 2.31205
2340 2998 3.27853
2340 3004 3.25037
2340 3035 3.89717
2340 3103 2.67838
2340 3237 2.61657
2340 3242 1.71684
2340 3257 3.19321
2340 3512 0.403318
2340 3516 0.739606
2340 3557 3.98556
2340 3559 0.495894
2340 3644 0.772001
2340 3700 0.765421
2340 3726 3.19408
2340 3761 3.01493
2340 3842 0.27872
2340 3994 0.324843
2341 2343 2.34503
2341 2345 4.5364
2341 2352 1.8674
2341 2373 4.18204
2341 2406 2.36495
2341 2414 1.81713
2341 2429 0.598798
2341 2456 2.99479
2341 2546 1.44149
2341 2553 2.67325
2341 2658 2.89237
2341 2740 4.10296
2341 2752 1.90926
2341 2873 0.966526
2341 2906 3.27765
2341 2921 4.58878
2341 2980 4.95485
2341 3081 2.16895
2341 3089 1.30484
2341 3096 4.94799
2341 3098 1.58112
2341 3110 2.90734
2341 3143 1.12467
2341 3192 2.07159
2341 3252 0.618984
2341 3257 3.66784
2341 3273 4.96555
2341 3449 1.89588
2341 3497 0.720083
2341 3503 4.80557
2341 3520 3.10295
2341 3646 4.07412
2341 3647 4.90912
2341 3698 0.933257
2341 3755 0.812928
2341 3812 4.38479
2341 3838 3.27142
2341 3859 2.95552
2342 2352 4.45841
2342 2373 1.21224
2342 2433 3.67593
2342 2489 2.0961
2342 2511 4.58746
2342 2515 2.77198
2342 2560 3.05505
2342 2573 0.120228
2342 2666 4.30218
2342 2803 1.43064
2342 2810 0.261274
2342 2896 4.79858
2342 2951 0.922059
2342 2975 3.46074
2342 2995 3.22148
2342 3063 0.852102
2342 3085 0.398864
2342 3148 1.03968
2342 3154 4.00436
2342 3179 3.0353
2342 3204 2.86594
2342 3412 1.05585
2342 3486 4.66974
2342 3521 4.02258
2342 3633 0.230015
2342 3637 4.73503
2342 3642 4.24195
2342 3901 2.06734
2342 3902 3.21371
2343 2440 1.51605
2343 2476 1.54401
2343 2519 4.63702
2343 2545 0.522926
2343 2694 4.26364
2343 2699 3.22722
2343 2763 4.45573
2343 2819 3.83178
2343 2876 4.41608
2343 2897 3.11968
2343 2934 3.77912
2343 2998 3.15536
2343 3017 0.892739
2343 3032 0.619163
2343 3094 1.14707
2343 3096 3.26685
2343 3110 4.07832
2343 3119 3.62263
2343 3125 4.36191
2343 3195 4.58148
2343 3305 4.69434
2343 3455 0.49999
2343 3537 1.98838
2343 3598 1.80612
2343 3662 1.97515
2343 3678 2.66068
2343 3854 1.64696
2343 3860 4.7015
2343 3873 2.40486
2343 3876 2.51845
2343 3894 3.34064
2343 3938 0.973959
2343 3987 4.03801
2343 3996 2.91474
2344 2405 1.01789
2344 2743 1.05805
2344 2744 4.70223
2344 2749 2.97866
2344 2888 1.02798
2344 2898 1.02658
2344 2921 3.03774
2344 3114 1.10091
2344 3238 1.60111
2344 3363 1.00573
2344 3413 0.895274
2344 3455 1.80567
2344 3467 1.50967
2344 3474 4.21014
2344 3534 3.24902
2344 3558 1.34177
2344 3560 2.89466
2344 3575 3.61641
2344 3585 0.247922
2344 3592 4.69786
2344 3648 2.01141
2344 3830 1.85942
2344 3916 1.67917
2344 3928 1.521
2344 3990 4.71964
2345 2422 1.15447
2345 2461 3.53758
2345 2539 3.29994
2345 2546 2.85175
2345 2659 4.84676
2345 2835 0.749424
2345 2954 4.36727
2345 3056 1.1575
2345 3122 1.87192
2345 3135 0.136872
2345 3157 1.23922
2345 3181 3.90308
2345 3235 2.5461
2345 3290 4.12159
2345 3335 1.61178
2345 3343 1.52786
2345 3419 0.175007
2345 3454 0.690501
2345 3539 1.0636
2345 3585 3.9021
2345 3606 4.09753
2345 3618 1.3535
2345 3654 2.9207
2345 3672 4.72066
2345 3890 4.50966
2345 3893 3.73155
2345 3928 2.19114
2345 3965 2.02919
2345 3983 3.95419
2346 2447 2.79188
2346 2506 4.17144
2346 2645 0.983228
2346 2744 3.73702
2346 2746 2.19632
2346 2767 1.6842
2346 2835 2.86569
2346 2946 3.23448
2346 3032 4.9137
2346 3038 2.0011
2346 3100 0.579939
2346 3247 4.54059
2346 3345 4.60799
2346 3381 2.53912
2346 3397 2.92538
2346 3414 1.2861
2346 3449 2.74631
2346 3588 3.58199
2346 3627 4.59817
2346 3707 4.85259
2346 3733 0.173838
2346 3742 1.28338
2346 3907 1.40986
2346 3915 4.51497
2347 2351 4.374
2347 2358 4.40472
2347 2372 1.38337
2347 2387 2.34166
2347 2388 0.195742
2347 2432 2.95077
2347 2476 0.984641
2347 2518 3.25058
2347 2543 4.81703
2347 2597 3.42384
2347 2631 1.93988
2347 2651 3.3186
2347 2656 3.89438
2347 2711 1.36254
2347 2731 0.349184
2347 2787 0.902309
2347 2797 2.55267
2347 2826 4.59912
2347 2890 1.24934
2347 2953 3.39032
2347 3079 4.7471
2347 3099 1.26182
2347 3106 4.47358
2347 3140 1.47215
2347 3148 4.21279
2347 3180 0.848406
2347 3201 1.78828
2347 3217 2.59544
2347 3334 2.38335
2347 3345 4.74174
2347 3367 0.487266
2347 3382 3.46464
2347 3400 0.81209
2347 3471 3.033
2347 3521 0.66265
2347 3581 0.566992
2347 3641 4.28801
2347 3738 4.14483
2347 3761 0.859662
2347 3774 3.33685
2347 3829 1.32154
2347 3832 3.64419
2347 3957 1.2077
2347 3974 4.63556
2347 3982 1.61787
2347 3998 0.17315
2348 2462 1.75285
2348 2483 0.323329
2348 2511 4.02877
2348 2539 3.79507
2348 2543 3.42476
2348 2555 3.4118
2348 2571 4.13286
2348 2592 4.85091
2348 2707 0.256664
2348 2747 4.5255
2348 2762 1.63168
2348 2767 3.06454
2348 2845 4.79023
2348 2865 2.5275
2348 2998 3.89393
2348 3059 1.57319
2348 3099 1.10589
2348 3143 0.191602
2348 3298 0.480072
2348 3314 1.5257
2348 3318 1.65378
2348 3377 4.52731
2348 3396 4.01616
2348 3423 2.17939
2348 3429 1.26075
2348 3446 0.594234
2348 3474 3.95195
2348 3488 4.76749
2348 3537 0.374506
2348 3543 3.41759
2348 3587 4.00243
2348 3730 0.960919
2348 3745 4.93893
2348 3800 3.82045
2348 3803 2.69527
2348 3883 1.76682
2349 2371 1.04315
2349 2416 1.55405
2349 2418 1.61862
2349 2433 1.94552
2349 2514 3.58142
2349 2581 4.94569
2349 2583 0.962363
2349 2724 2.71888
2349 2736 0.59056
2349 2746 3.23182
2349 2777 1.10253
2349 2780 4.59477
2349 2798 0.383313
2349 2807 4.32434
2349 2855 3.29085
2349 2942 4.61639
2349 3029 1.50275
2349 3181 2.3004
2349 3208 0.569715
2349 3212 3.67538
2349 3250 2.93642
2349 3374 1.44079
2349 3405 3.0865
2349 3428 4.37345
2349 3464 4.88166
2349 3526 3.41863
2349 3578 4.16054
2349 3592 1.44611
2349 3650 2.27984
2349 3656 4.74243
2349 3731 0.397842
2349 3804 0.775827
2349 3860 1.37837
2349 3883 1.94323
2349 3920 4.90636
2349 3932 4.66208
2349 3941 1.70176
2350 2372 0.345978
2350 2410 4.78083
2350 2431 3.84038
2350 2442 0.916238
2350 2498 2.12809
2350 2502 3.95044
2350 2510 0.428969
2350 2571 1.74451
2350 2654 1.92247
2350 2657 2.28372
2350 2746 1.00409
2350 2907 1.61167
2350 2989 2.4448
2350 3031 0.515178
2350 3037 1.88429
2350 3050 1.42483
2350 3069 4.99278
2350 3237 4.04271
2350 3246 1.50797
2350 3265 0.214302
2350 3325 2.43136
2350 3418 0.841638
2350 3438 2.86044
2350 3488 4.30709
2350 3494 2.48571
2350 3549 0.343108
2350 3612 1.70475
2350 3617 1.7674
2350 3694 1.16384
2350 3742 4.32764
2350 3766 2.90328
2350 3793 4.82994
2350 3825 1.93945
2351 2373 3.99517
2351 2390 2.34531
2351 2498 4.04889
2351 2528 4.78561
2351 2578 2.78574
2351 2638 0.873035
2351 2741 3.78658
2351 2759 1.66112
2351 2805 0.323285
2351 2850 3.11393
2351 2884 4.50548
2351 2920 2.89683
2351 2946 1.16959
2351 2949 1.21649
2351 3033 3.24938
2351 3065 3.89724
2351 3104 3.4702
2351 3126 3.93477
2351 3196 2.11773
2351 3246 2.3992
2351 3251 4.18339
2351 3307 1.34976
2351 3398 0.272219
2351 3415 4.6983
2351 3442 3.05648
2351 3448 3.21908
2351 3512 2.80955
2351 3621 0.893875
2351 3626 3.72001
2351 3659 1.62037
2351 3691 4.55082
2351 3717 3.92141
2351 3727 0.751157
2351 3729 2.64874
2351 3746 4.7267
2351 3840 2.72154
2351 3847 3.41449
2351 3854 3.84892
2351 3884 3.85915
2351 3903 3.1878
2351 3933 4.78783
2351 3984 4.12954
2352 2364 4.91564
2352 2430 4.58485
2352 2451 1.90989
2352 2464 0.366147
2352 2644 4.40883
2352 2718 2.90726
2352 2758 3.27069
2352 2768 2.2361
2352 2773 4.51958
2352 2788 1.24025
2352 2831 3.28816
2352 2876 4.67571
2352 2978 2.9736
2352 3029 3.54271
2352 3169 0.927949
2352 3171 1.49963
2352 3205 0.997951
2352 3216 4.53765
2352 3220 3.66576
2352 3250 2.78296
2352 3264 3.83935
2352 3270 4.23627
2352 3339 3.59416
2352 3380 1.28876
2352 3390 3.69336
2352 3395 3.11339
2352 3470 4.69066
2352 3477 4.21879
2352 3676 0.686698
2352 3722 4.27055
2352 3917 2.09178
2353 2354 4.47446
2353 2361 3.46646
2353 2433 3.52863
2353 2453 3.49191
2353 2463 2.81328
2353 2464 2.59104
2353 2496 0.535027
2353 2520 4.89756
2353 2559 1.33725
2353 2615 2.95922
2353 2690 1.8781
2353 2729 1.07499
2353 2765 4.9412
2353 3002 2.43717
2353 3043 2.13033
2353 3124 0.63633
2353 3219 3.5345
2353 3259 2.73228
2353 3355 1.70674
2353 3411 3.50611
2353 3415 1.55709
2353 3454 1.89868
2353 3489 3.67479
2353 3537 2.51209
2353 3684 2.10481
2353 3715 2.86076
